"","REGIÓN","2009.0","2010.0","2011.0","2012.0","2013.0","2014.0","2015.0","2016.0","2017.0","2018.0","2019.0"
"1","Amazonas",63.2617512901933,68.3583720949288,72.7328674522455,77.5749561123538,77.1015740373948,74.6843920795416,79.4595108423539,79.0485465825685,82.3287596170873,84.7493889199825,86.3473444263587
"2","Áncash",89.3980993511002,89.723523169694,92.1872599064674,93.4308339233843,93.0680646270198,93.5397201983455,94.2619483186862,95.6755725302333,94.6972762381972,95.6323420446091,96.8877472768706
"3","Apurímac",79.7108614551897,80.940288511037,84.083049743508,86.0249250385192,87.2326996964657,86.9667270338676,91.3373789054837,93.0696628391113,92.8988194296869,93.9953697494968,95.0598349224391
"4","Arequipa",93.0517252862705,94.1738993085653,95.9184115494038,96.2795477137951,96.2589255966092,97.6720661065826,97.3464222737619,97.2396375837733,97.547040834445,97.7134016124709,98.4811483898315
"5","Ayacucho",74.1879611884982,77.8751336880408,79.3558528347434,81.1352468793516,85.3860818481056,88.2451097486189,88.3771125121166,89.6238932816506,89.6080442875118,90.8662858299616,91.3626228515443
"6","Cajamarca",51.5818317383941,61.4884979191999,69.0233473875853,74.6139525200844,75.80669759286,78.0313590309559,85.4296941286235,86.5967771128493,89.3276022829127,90.1082463496085,90.7276274313733
"7","Prov. Const. del Callao",98.9700004501963,99.1828974406357,99.523448883781,99.6147252740465,99.3896820536803,99.7058632784317,99.4420488248965,99.713755624857,99.6474923403183,99.6721171609946,99.7357328661956
"8","Cusco",82.1403245767744,84.0684371426329,86.3263891619449,89.1014449731702,88.3231965169392,88.8218494285227,90.3262531485523,90.6574301508173,91.7834939666346,92.8771546163426,93.5180072101748
"9","Huancavelica",72.5242848246365,76.3286715425523,82.2975649801161,81.5409929756921,81.3555264815334,84.4160945115882,85.4591600629861,87.6899095985707,89.0758676221716,88.0618020806147,89.9024484407231
"10","Huánuco",62.3562775368587,67.5194502994088,72.9277261775983,74.957563861778,75.0802616104632,79.7462246739861,86.5007679999584,84.2623477872869,86.8445359071454,86.4301190530437,88.3394647202381
"11","Ica",95.5785414676479,95.5174371047611,97.4209866902725,96.9450229548553,98.0956892935669,97.4117708051568,98.1002373639462,97.8385713761924,97.8106529579192,98.240701944482,98.7227624781479
"12","Junín",86.9642183135329,87.16078455727,86.7037134404696,87.8583353956842,90.0978535408444,92.0193401466324,91.3812004405783,92.069865448606,93.6417840128017,93.2999916837919,92.4220836756136
"13","La Libertad",84.5143164639188,84.5730636659331,88.0577616819041,90.4570938616039,93.5027252710656,94.0338820342525,94.231505861391,95.5485369252339,95.8678539427928,97.2799291314055,97.6440362262923
"14","Lambayeque",89.9563744041287,92.1697635963328,91.9434250012163,93.9558747701861,96.1988872411841,96.6488236774952,95.8394445175931,96.4808240980246,96.6537192391309,97.9130841055159,97.0677447843768
"15","Lima",98.7465669836653,98.8832089196069,99.1339379427185,99.4198019139864,99.1046500733592,99.216219212268,99.3934750239919,99.3020834588086,99.4303551672878,99.4505661221695,99.4854673561789
"16","Provincia de Lima 1/",99.3565925102938,99.2983805681371,99.5862811373994,99.7178684147917,99.5734696845017,99.5324596835883,99.7155372929833,99.5018774013665,99.5596572129081,99.5996432624203,99.585757125367
"17","Región Lima 2/",93.3142725759969,95.203546923997,95.1558750499917,96.7675578719278,94.8093552209709,96.3087858473547,96.2925479144205,97.4466028613644,98.2141031439607,98.0452983380128,98.5213407998432
"18","Loreto",68.7071308650129,70.0498138475205,70.5531583394725,72.1275732352205,76.0837127485199,77.571706625003,77.3790684296403,77.9001834074387,79.2810367760847,78.8794233498549,79.9613779027741
"19","Madre de Dios",87.0286832273999,85.2026579993505,88.4162222303642,88.165767078714,89.2573153356922,86.995783705805,90.9855465643856,91.1467613975491,91.5098055519211,93.316408081568,92.3810471958712
"20","Moquegua",92.2871071428358,93.9812961244181,93.3098548128783,95.0527799710034,94.6167650179179,95.7076866764889,94.4681400263395,92.9201395824524,94.4289235345215,93.6553594118839,94.4574932709386
"21","Pasco",84.5016584758841,83.4812426003854,86.269790056499,83.6385579364746,83.8223795248266,85.8250297775291,88.1194393203579,86.8466203854701,88.2257128208001,89.1833785592299,89.9549820200728
"22","Piura",81.1423452857249,84.8901300395902,87.916776302618,88.3568141082638,93.3698107249055,94.1023701148097,94.6008307185773,95.4956071964336,95.2325844444936,95.0325238813734,94.6596484266015
"23","Puno",78.3579544781971,82.5529226999249,81.1301633392351,85.4954586723141,86.7364383290749,88.7895489904974,88.8537264832975,88.4198900037229,91.441196188034,90.8796681446059,92.4369983273969
"24","San Martín",74.4853807548773,76.3776404042753,80.0459445385618,84.5588123414331,87.795757810921,88.484414738171,89.9782949700739,91.4645278748427,93.9190781216644,94.8258557648029,95.1805602139034
"25","Tacna",93.5599616998571,94.4830125576798,96.2418259031466,96.3500060320288,96.3646884015162,96.3378735266635,96.4074784550976,95.8670172504719,95.3631112865118,96.508178509258,96.51062223222
"26","Tumbes",93.2588810930238,95.0619595570186,96.205106449527,98.0441483130202,98.0808977375474,98.0953608753925,97.9816433363739,97.263397913566,97.3912349472957,99.0455492534697,98.4930907204709
"27","Ucayali",77.2726888166284,76.5579572264318,81.0295312680472,82.4623628409295,83.0632167240615,83.7316914818057,84.9111719920867,87.14111324996,87.4288845199904,88.9743269365139,89.4881028315842
